,shots,shots_against,goals,goals_against,saves,assists,score,mvp,shooting_percentage,bpm,bcpm,avg_amount,amount_collected,amount_stolen,amount_collected_big,amount_stolen_big,amount_collected_small,amount_stolen_small,count_collected_big,count_stolen_big,count_collected_small,count_stolen_small,amount_overfill,amount_overfill_stolen,amount_used_while_supersonic,time_zero_boost,percent_zero_boost,time_full_boost,percent_full_boost,time_boost_0_25,time_boost_25_50,time_boost_50_75,time_boost_75_100,percent_boost_0_25,percent_boost_25_50,percent_boost_50_75,percent_boost_75_100,avg_speed,total_distance,time_supersonic_speed,time_boost_speed,time_slow_speed,time_ground,time_low_air,time_high_air,time_powerslide,count_powerslide,avg_powerslide_duration,avg_speed_percentage,percent_slow_speed,percent_boost_speed,percent_supersonic_speed,percent_ground,percent_low_air,percent_high_air,avg_distance_to_ball,avg_distance_to_ball_possession,avg_distance_to_ball_no_possession,avg_distance_to_mates,time_defensive_third,time_neutral_third,time_offensive_third,time_defensive_half,time_offensive_half,time_behind_ball,time_infront_ball,time_most_back,time_most_forward,time_closest_to_ball,time_farthest_from_ball,percent_defensive_third,percent_offensive_third,percent_neutral_third,percent_defensive_half,percent_offensive_half,percent_behind_ball,percent_infront_ball,percent_most_back,percent_most_forward,percent_closest_to_ball,percent_farthest_from_ball,inflicted,taken,player_name
EU C BDS vs KC G3 2022-10-29.17.18,2,4,1,0,1,0,236,False,50,411,429.71323,55.49,2285,664,1669,506,616,158,20,6,57,14,380,99,218,28.55,8.948441,40.81,12.7911,72.16,88.16,49.01,106.32,22.860765,27.92967,15.526691,33.682877,1546,477939,53.49,122.95,145.36,182.2,121.12,18.49,6.34,59,0.11,67.21739,45.170914,38.206963,16.622126,56.61726,37.637115,5.7456264,3097,2954,3250,3780,171.27,88,62.54,218.15,103.65,259.94,61.86,123.2,115.2,100,121.7,53.220844,19.433828,27.345327,67.79056,32.20945,80.776886,19.22312,38.61464,36.107193,31.34305,38.144493,0,2,Vati
EU C KC vs BDS G2 2022-10-29.11.11,2,5,1,1,3,0,517,True,50,417,413.00797,54.67,2612,192,2118,65,494,127,28,1,48,12,640,51,382,32.81,8.646499,69.96,18.436726,109.25,53.23,68.69,138.12,29.583797,14.414147,18.60056,37.4015,1603,592738,71.22,159.72,152.73,219.83,137.95,25.89,7.56,65,0.12,69.695656,39.807648,41.629524,18.562826,57.29664,35.95538,6.747987,3057,2803,3269,3781,170.27,135.37,78.03,240.62,143.05,282.61,101.06,138.1,114.8,100.9,145.4,44.379288,20.337791,35.28293,62.71536,37.28465,73.65965,26.340345,36.393826,30.25352,26.590418,38.317608,1,2,Vati
EU C BDS vs KC G2 2022-10-29.17.11,2,5,1,1,3,0,517,True,50,417,412.75778,54.67,2612,192,2118,65,494,127,28,1,48,12,640,51,382,32.77,8.630725,69.9,18.409756,109.35,53.26,68.73,138.23,29.58844,14.411343,18.59729,37.402927,1605,592732,71.22,160.35,152.28,219.75,138.14,25.95,7.4,66,0.11,69.78261,39.671745,41.77413,18.554123,57.250412,35.988953,6.760629,3053,2786,3282,3782,170.36,135.36,78.13,240.66,143.19,282.95,100.9,138.5,117,102.6,145.4,44.381924,20.354305,35.26378,62.696365,37.303635,73.71369,26.28631,36.477127,30.814611,27.022043,38.294395,1,2,Vati
EU C KC vs BDS G1 2022-10-29.11.03,3,10,0,3,3,0,399,False,0,441,437.8822,53.42,2375,497,1897,366,478,131,24,4,45,14,530,47,301,46.82,14.387119,61.21,18.80896,103.06,56.53,74.3,89.68,31.850912,17.470716,22.962574,27.715796,1572,495742,66.84,120.41,143.7,166.34,134.4,30.21,6.49,56,0.12,68.347824,43.42046,36.38314,20.196404,50.26137,40.610363,9.128267,2788,2355,3239,3598,157.68,101.59,71.69,205.55,125.4,243.09,87.86,111.7,110.7,117.6,120.5,47.64322,21.661228,30.695553,62.109077,37.89092,73.45218,26.547815,34.32382,34.016533,36.136803,37.02793,0,2,Vati
EU C BDS vs KC G1 2022-10-29.17.03,3,10,0,3,3,0,399,False,0,441,437.68045,53.42,2375,497,1897,366,478,131,24,4,45,14,530,47,301,46.8,14.374348,61.15,18.781866,103.18,56.46,74.43,89.75,31.86338,17.435612,22.984991,27.716015,1574,495681,66.8,120.93,143.33,166.24,134.45,30.37,6.35,58,0.11,68.434784,43.294266,36.528122,20.177612,50.214462,40.611973,9.173564,2781,2351,3233,3599,157.7,101.51,71.85,205.51,125.54,243.02,88.04,112,114,117.6,120.3,47.63487,21.703014,30.662115,62.07824,37.921764,73.40663,26.593367,34.40015,35.01444,36.120155,36.949444,0,2,Vati
EU C KC vs BDS G0 2022-10-29.10.54,0,1,0,2,0,0,30,False,0,524,585.7886,40.82,507,246,387,199,120,47,5,2,11,4,123,0,70,5.89,11.342192,6.83,13.15232,29.14,9.07,3.03,13.08,53.645065,16.69735,5.578056,24.079529,1923,97498,23.01,18.6,16.12,25.96,29.72,2.06,0.5,6,0.08,83.608696,27.92309,32.21895,39.857956,44.960163,51.472115,3.5677173,3292,2637,3989,4275,30.84,12.58,14.32,37.07,20.66,32.56,25.17,18.9,19.5,20.9,19.3,53.41185,24.800833,21.787323,64.212715,35.787285,56.400486,43.599514,36.395145,37.55055,40.246487,37.165413,0,0,Vati
EU C BDS vs KC G0 2022-10-29.16.54,0,1,0,2,0,0,30,False,0,520,581.6794,40.82,508,123,188,0,320,123,3,0,13,3,123,0,70,5.94,11.335877,6.84,13.053434,29.37,9.14,3.04,13.19,53.653633,16.697115,5.5535254,24.095724,1913,97494,23.3,18.64,16.18,26.18,29.8,2.13,0.53,6,0.09,83.17391,27.838955,32.071575,40.08947,45.052486,51.28205,3.6654623,3261,2601,3986,4267,30.96,12.71,14.44,37.23,20.88,32.89,25.23,18.7,19.7,21,19.6,53.278267,24.849424,21.872313,64.068146,35.931854,56.589817,43.410187,35.687023,37.59542,40.076336,37.40458,0,0,Vati
EU AE KC vs TL G5 2022-10-28.20.07,2,9,2,0,1,0,424,False,100,425,423.19894,57.46,2245,480,1654,378,591,102,21,4,56,10,457,27,325,31.2,9.8023815,44.78,14.068931,73.04,66.31,71.43,108.22,22.896551,20.786835,22.39185,33.924767,1722,535432,82.7,141.65,99.74,167.66,133.21,23.23,4.91,46,0.11,74.86957,30.775406,43.706997,25.517607,51.730946,41.101513,7.1675406,2650,2424,2847,3438,158.19,100.25,65.66,206.41,117.69,260.1,63.99,88.7,119.5,109.6,101.3,48.80901,20.25918,30.93181,63.687134,36.312866,80.255486,19.744516,27.867666,37.544376,34.434006,31.82632,1,1,Vati
EU AE KC v TL G5 2022-10-28.20.07,2,9,2,0,1,0,424,False,100,425,422.39154,57.59,2236,480,1654,378,582,102,21,4,56,10,457,27,328,31.26,9.841949,44.88,14.130093,72.05,66.51,71.37,108.32,22.639437,20.898664,22.425768,34.036137,1720,535434,82.52,141.82,98.95,167.23,132.64,23.43,4.77,45,0.11,74.78261,30.607195,43.867737,25.52507,51.725952,41.026913,7.247139,2661,2449,2843,3437,157.25,100.35,65.69,205.49,117.8,259.19,64.1,85.5,118.1,107.3,100.6,48.640537,20.319218,31.040241,63.562126,36.437874,80.1726,19.827398,26.91896,37.182796,33.78251,31.673069,1,1,Vati
EU AE KC vs TL G4 2022-10-28.20.00,1,10,1,5,2,0,300,False,100,417,434.32434,50.92,2486,432,1803,258,683,174,21,3,59,15,305,41,375,38.97,11.347291,44.02,12.817751,123.68,68.01,66.91,98.29,34.654934,19.056292,18.748074,27.540697,1592,538996,70.07,135.14,158.79,187.71,151.96,24.33,7.35,59,0.12,69.21739,43.623623,37.126373,19.25,51.56868,41.747257,6.684066,2747,2575,2900,3432,197.57,117.25,49.18,265.4,98.6,245.19,118.82,130.8,118.6,128,112.1,54.277473,13.510989,32.21154,72.91209,27.087912,67.35804,32.64196,38.086365,34.533966,37.27106,32.641296,1,0,Vati
EU AE KC v TL G4 2022-10-28.20.00,1,10,1,5,2,0,300,False,100,416,433.58963,50.9,2481,432,1803,258,678,174,21,3,59,15,305,41,353,38.95,11.3451,44.01,12.818944,123.74,67.86,66.95,98.28,34.677578,19.01746,18.762436,27.542528,1595,538820,69.59,136.14,157.81,187.75,151.6,24.2,7.36,60,0.12,69.347824,43.409252,37.44842,19.14232,51.643513,41.699905,6.6565804,2748,2585,2889,3430,196.89,117.56,49.09,264.9,98.64,245.26,118.28,128.7,116.6,126.4,110,54.159107,13.503329,32.33757,72.86681,27.133192,67.46438,32.535625,37.486893,33.962482,36.816963,32.040077,1,0,Vati
EU AE KC vs TL G3 2022-10-28.19.52,4,3,1,0,1,2,388,False,25,417,410.05698,51.23,2267,655,1713,463,554,192,21,5,52,18,436,55,257,57.95,17.47008,38,11.45579,122.09,62.05,42.06,108.36,36.492706,18.546747,12.571736,32.38881,1563,509033,55.89,142.57,145.05,171.43,147.61,24.46,5.5,57,0.1,67.95652,42.225845,41.503887,16.270267,49.906845,42.972347,7.1208158,3154,2943,3365,3861,153.78,101.49,88.24,202.36,141.14,254.12,89.39,127.4,116.2,111.9,136.3,44.767258,25.687754,29.544992,58.91121,41.08879,73.97746,26.022532,38.407043,35.0306,33.734287,41.09011,0,1,Vati
EU AE KC v TL G3 2022-10-28.19.52,4,3,1,0,1,2,388,False,25,417,410.1188,51.23,2267,655,1713,463,554,192,21,5,52,18,436,55,250,57.93,17.466682,37.85,11.412289,122.06,62.18,41.92,108.37,36.48701,18.587273,12.5310135,32.394703,1566,509021,56.17,141.75,145.2,171.67,146.96,24.49,5.59,58,0.1,68.08696,42.31756,41.312077,16.370367,50.03206,42.8305,7.1374445,3180,2979,3376,3861,153.49,101.33,88.3,201.95,141.17,253.66,89.46,125.7,115.1,110.9,133.8,44.733624,25.734438,29.531942,58.85696,41.14304,73.92749,26.072512,37.900257,34.704216,33.43786,40.342518,0,1,Vati
EU AE KC vs TL G2 2022-10-28.19.44,4,6,3,2,1,0,568,True,75,395,401.1887,49.16,2295,206,1423,97,872,109,15,1,73,9,128,2,265,37.82,11.01885,38.62,11.25193,125.59,66.4,70.91,89.65,35.623318,18.83421,20.11346,25.429018,1645,554760,79.78,134.98,146.06,194.59,142.4,23.82,8.07,75,0.11,71.521736,40.48002,37.409237,22.110748,53.93143,39.46675,6.601813,2971,2952,3003,3640,166.93,135.19,58.69,236.56,124.25,269.52,91.29,131.3,100.8,97,130,46.265347,16.266178,37.468475,65.56359,34.43641,74.69859,25.301405,38.25423,29.368061,28.260933,37.875477,1,0,Vati
EU AE KC v TL G2 2022-10-28.19.44,4,6,3,2,1,0,568,True,75,395,401.06018,49.16,2295,206,1423,97,872,109,15,1,73,9,128,2,265,37.59,10.948331,38.71,11.274538,125.49,66.42,70.98,89.63,35.597977,18.841484,20.135029,25.425507,1640,554775,79.96,134.7,145.99,194.79,142.07,23.79,7.65,76,0.1,71.304344,40.479694,37.34923,22.17108,54.010815,39.392765,6.596423,2959,2951,2980,3646,166.7,135.1,58.85,236.1,124.55,269.24,91.41,129.4,98.7,94.4,128.6,46.2221,16.31776,37.460144,65.465126,34.534866,74.6541,25.345903,37.688587,28.747015,27.494612,37.455585,1,0,Vati
EU AE KC vs TL G1 2022-10-28.19.36,3,14,2,4,5,0,655,False,66.666664,400,440.90546,49.08,2584,305,1791,100,793,205,22,1,72,18,366,9,285,38.04,10.817882,36.26,10.311682,150.6,61.66,71.23,85.11,40.857296,16.728159,19.32447,23.090069,1642,563207,78.54,144.68,150.39,201.58,147.63,24.39,7.55,65,0.12,71.391304,40.253204,38.72487,21.021921,53.956097,39.515522,6.528372,3015,2971,3080,3733,197.16,118.19,58.26,271.23,102.38,247.74,125.87,118.4,145,102.4,140.2,52.77161,15.5938015,31.634594,72.59709,27.402906,66.309784,33.69021,33.6708,41.23535,29.120691,39.87032,0,1,Vati
EU AE KC v TL G1 2022-10-28.19.36,3,14,2,4,5,0,655,False,66.666664,400,441.0685,49.08,2584,305,1791,100,793,205,22,1,72,18,366,9,288,38.04,10.821882,36.12,10.275667,150.6,61.67,71.03,85.15,40.873936,16.737686,19.278057,23.110329,1638,562971,78.67,144.78,149.55,201.28,147.28,24.43,7.49,66,0.11,71.21739,40.093834,38.815014,21.091152,53.963913,39.486313,6.5497737,3015,2958,3093,3736,196.6,118.15,58.24,270.72,102.27,246.96,126.03,115.9,143.5,100.1,137.3,52.709187,15.614359,31.67645,72.58104,27.418966,66.21089,33.789112,32.972034,40.82387,28.47714,39.060055,0,1,Vati
EU AE KC vs TL G0 2022-10-28.19.26,1,2,1,1,0,0,160,True,100,568,546.3977,62.76,474,189,425,164,49,25,7,2,6,4,288,49,40,6.29,12.084535,11.16,21.440922,10.59,2.22,9.45,21.57,24.161531,5.065024,21.560574,49.212868,1744,76291,13.9,18.34,21.54,20.88,26.89,6,1.13,8,0.14,75.82609,40.052063,34.1019,25.84604,38.832066,50.0093,11.158639,3184,1968,5074,5521,27.83,7.54,18.4,30.99,22.79,34.1,19.68,22.2,22.5,21.8,23.1,51.757484,34.219826,14.022689,57.623653,42.37635,63.406467,36.59353,42.6513,43.227665,41.882805,44.380405,0,0,Vati
EU AE KC v TL G0 2022-10-28.19.26,1,2,1,1,0,0,160,True,100,568,546.2927,62.76,474,189,425,164,49,25,7,2,6,4,288,49,40,6.35,12.197464,11.07,21.263926,10.61,2.24,9.41,21.54,24.223745,5.1141553,21.484018,49.17808,1736,76305,13.79,18.38,21.49,21,26.68,5.97,1.12,8,0.14,75.478264,40.048454,34.2527,25.698845,39.14259,49.72973,11.127679,3103,1940,5064,5544,27.76,7.5,18.39,30.87,22.78,34.18,19.47,21.4,22.2,21.4,22.5,51.742775,34.277725,13.979496,57.539608,42.460392,63.709225,36.29077,41.106415,42.643105,41.106415,43.21936,0,0,Vati
EU AA KC vs MST G4 2022-10-28.19.12,3,10,0,3,1,0,239,False,0,429,416.6468,48.97,2326,584,1606,336,720,248,19,4,58,23,322,72,359,54.08,16.145212,28.98,8.651779,116.17,68.86,58.57,85.74,35.27358,20.908484,17.784054,26.033886,1665,529860,77.29,139.84,120.59,159.46,152.62,25.64,6.24,56,0.11,72.391304,35.707096,41.40708,22.885822,47.21663,45.19128,7.5920873,3029,2937,3169,3587,131.26,118.56,87.88,189.89,147.82,221.96,115.75,107.9,119.9,95.8,131.8,38.868816,26.023098,35.108086,56.228714,43.771282,65.72503,34.274967,32.212803,35.79532,28.600431,39.347984,1,4,Vati
EU AA KC v MST G4 2022-10-28.19.12,3,10,0,3,1,0,239,False,0,429,416.44275,48.85,2325,583,1606,336,719,247,19,4,58,23,322,72,359,54.09,16.147232,28.97,8.648277,116.16,68.8,58.66,85.69,35.273754,20.89217,17.813004,26.021074,1663,529918,77.66,139.19,120.55,159.55,152.17,25.68,6.03,54,0.11,72.304344,35.729107,41.253704,23.017193,47.288086,45.100773,7.611144,3030,2911,3196,3589,130.82,118.76,87.83,189.51,147.9,221.61,115.79,106.6,118.9,95.1,130.6,38.771824,26.030645,35.197533,56.166092,43.83391,65.68169,34.318317,31.822794,35.494656,28.389753,38.987404,1,4,Vati
EU AA KC vs MST G3 2022-10-28.19.04,2,13,0,4,1,1,243,False,0,419,451.30374,49.08,2527,443,1858,251,669,192,22,3,62,19,396,75,396,42.47,12.641386,38.59,11.486486,133.16,72.33,43.68,97.05,38.46109,20.891338,12.616255,28.031307,1581,519313,63.75,133.28,153.55,174.76,160.55,15.27,8.23,80,0.1,68.73913,43.798847,38.017,18.18415,49.848824,45.79554,4.3556395,2873,2668,3038,3450,174.54,110.16,65.88,240.21,110.36,222.79,127.78,98.2,139.2,101.2,138.1,49.78607,18.791716,31.422216,68.51984,31.48016,63.55079,36.44921,29.229671,41.433506,30.122635,41.106087,0,1,Vati
EU AA KC v MST G3 2022-10-28.19.04,2,13,0,4,1,1,243,False,0,421,452.88425,49.19,2528,444,1858,251,670,193,22,3,62,19,396,75,451,42.37,12.650782,38.6,11.525139,132.28,72.35,43.69,96.88,38.319813,20.958864,12.65643,28.064888,1590,519096,63.45,133.05,152.67,174.1,159.99,15.08,8.01,79,0.1,69.13043,43.723686,38.10465,18.171663,49.861095,45.820087,4.318813,2898,2692,3070,3457,174.09,109.56,65.51,239.91,109.25,222.58,126.58,97.7,136.9,98.1,137.4,49.85966,18.762173,31.378164,68.71062,31.28938,63.74728,36.25272,29.171144,40.875427,29.290575,41.02472,0,1,Vati
EU AA KC vs MST G2 2022-10-28.18.56,7,16,0,2,1,0,449,False,0,396,419.17245,55.4,4412,842,2993,493,1419,349,39,7,117,30,937,206,763,82.03,12.989089,89,14.092758,207.68,101.84,109.64,216.13,32.690582,16.030476,17.25826,34.020683,1593,990383,122.88,264.69,249.7,349.09,249.4,38.79,13.18,115,0.11,69.26087,39.182762,41.534985,19.28225,54.778122,39.135075,6.086807,2644,2402,2877,3604,317.04,206.38,113.86,427.2,210.08,470.81,166.47,236.1,199.3,224.4,205.4,49.74893,17.866556,32.384506,67.0349,32.9651,73.878044,26.121954,37.385395,31.558277,35.532753,32.524185,0,2,Vati
EU AA KC v MST G2 2022-10-28.18.56,7,16,0,2,1,0,449,False,0,400,423.013,55.25,4452,887,3034,534,1418,353,39,7,117,30,888,165,749,82.17,13.012495,89.11,14.111518,210.37,101.28,109.9,213.67,33.11766,15.944083,17.301094,33.637165,1593,990360,122.54,265.22,249.29,349.11,249.01,38.93,12.72,115,0.11,69.26087,39.131935,41.632526,19.235538,54.801037,39.087986,6.1109805,2642,2385,2891,3603,316.89,206.36,113.8,426.9,210.15,470.75,166.3,234.7,197,221.3,201.6,49.74335,17.86359,32.393063,67.01201,32.98799,73.8953,26.104702,37.167248,31.19705,35.04521,31.925508,0,2,Vati
EU AA KC vs MST G1 2022-10-28.18.43,3,5,1,0,3,0,510,True,33.333332,429,429.73126,46.66,2276,702,1440,471,836,231,16,5,67,21,178,28,280,44.03,13.855497,21.05,6.6240797,123.14,59.91,40.64,75.78,41.119312,20.005342,13.5706415,25.304705,1496,453969,52.35,109.5,152.56,159.94,132.86,21.61,6.99,66,0.11,65.04348,48.52263,34.827137,16.650234,50.86989,42.256927,6.873192,2705,2578,2813,3495,173.37,81.85,59.2,219.67,94.75,226.21,88.21,110.1,118.7,119.9,103.8,55.139626,18.82832,26.03206,69.86515,30.134853,71.94517,28.05483,34.64661,37.352886,37.730507,32.66411,1,4,Vati
EU AA KC v MST G1 2022-10-28.18.43,3,5,1,0,3,0,510,True,33.333332,429,429.79886,46.66,2276,702,1440,471,836,231,16,5,67,21,178,28,280,44.11,13.882856,20.97,6.599943,123.16,59.83,40.58,75.78,41.142475,19.986637,13.556039,25.314848,1503,454133,52.74,108.94,152.61,159.48,133.19,21.62,6.73,65,0.1,65.347824,48.557068,34.66226,16.780682,50.742947,42.378063,6.878998,2697,2561,2818,3491,173.24,82.26,58.8,219.4,94.9,225.47,88.82,108.3,117.3,119.3,101.8,55.11931,18.708239,26.172445,69.80592,30.194084,71.73947,28.260523,34.085545,36.918137,37.547604,32.03978,1,4,Vati
EU KC vs GO G3 2022-10-28.19.11,5,5,2,0,2,0,589,True,40,461,476.3802,49.04,2511,610,1749,340,762,270,21,4,65,25,418,74,294,43,13.596408,42,13.280212,132.41,47.68,72.47,67.81,41.330338,14.882792,22.62072,21.166151,1572,493196,53.6,140.13,131.27,155.45,144.85,24.7,5.3,56,0.09,68.347824,40.390766,43.11692,16.492306,47.83077,44.569233,7.6,2697,2709,2676,3872,130.95,101.43,92.62,176.33,148.67,216.23,108.77,99.2,137,115.2,111.1,40.29231,28.49846,31.20923,54.255386,45.744614,66.53231,33.467693,31.366596,43.318787,36.425724,35.129322,2,0,Vati
EU KC vs GO G2 2022-10-28.19.05,1,5,0,0,1,1,236,False,0,361,383.65997,49.5,2013,523,1257,288,756,235,15,3,66,20,273,16,143,42.25,13.420794,27.83,8.840253,105.03,74.06,35.82,106.07,32.721664,23.073088,11.159574,33.045673,1583,493154,61.81,125.3,136.54,160.53,139.99,23.13,6.15,54,0.11,68.82609,42.187546,38.71466,19.097792,49.599873,43.253513,7.1466084,2845,2930,2742,3688,149.09,112.36,62.19,219.17,104.47,221.34,102.3,89.2,120.2,108.5,122.2,46.066616,19.215794,34.717587,67.72031,32.279694,68.3908,31.609194,28.33455,38.18176,34.465233,38.817066,0,0,Vati
EU KC vs GO G1 2022-10-28.18.58,3,4,1,1,1,0,408,True,33.333332,444,438.08557,55.28,2447,682,1802,460,645,222,23,5,60,20,540,55,277,28.83,8.602375,52.88,15.77848,95.93,69.79,47.92,124.97,28.330528,20.610733,14.151975,36.90677,1644,540863,69.82,145.23,128.75,175.19,137.94,30.67,6.87,65,0.11,71.478264,37.4491,42.242584,20.30832,50.956947,40.12216,8.920884,3119,3189,3144,3869,163.24,83.79,96.76,197.38,146.42,218.89,124.91,108.7,148.3,85.7,148.6,47.482475,28.145088,24.372437,57.41129,42.588715,63.66783,36.332172,32.434204,44.250164,25.571402,44.33968,2,1,Vati
EU KC vs GO G0 2022-10-28.18.51,0,2,0,0,0,0,12,False,0,664,177.5837,42.3,122,12,87,0,35,12,2,0,3,1,112,0,5,1.43,3.4691896,2.47,5.9922366,4.83,3.37,0,3.2,42.368423,29.561405,0,28.070177,1803,27347,5.13,7.27,4.94,8.45,6.26,2.63,0,0,0,78.391304,28.489042,41.92618,29.584774,48.73126,36.101498,15.167243,4129,3234,4678,4786,7.88,3.83,5.63,9.85,7.49,11.28,6.06,29.7,8.8,3.5,32.6,45.44406,32.46828,22.087658,56.805077,43.194923,65.0519,34.948097,72.0524,21.34886,8.491023,79.087814,0,0,Vati
EU KC vs G1 G5 2022-10-28.18.39,2,7,1,3,0,0,254,False,50,412,416.07968,54.35,2353,527,1723,318,630,209,21,4,57,18,395,81,216,40.09,11.815154,40.27,11.868203,100.18,61.51,78.24,100.02,29.469042,18.093838,23.01515,29.421976,1558,512212,58.35,137.33,152.03,172.21,152.46,23.04,5.5,57,0.1,67.73913,43.723217,39.495556,16.781225,49.5269,43.846886,6.626211,2725,2692,2790,3476,156.69,115.4,75.62,214.6,133.11,247.31,100.4,114,112.2,106,123.3,45.063416,21.74801,33.188576,61.718094,38.2819,71.12537,28.874638,33.597595,33.06711,31.23987,36.33845,0,2,Vati
EU KC vs G1 G4 2022-10-28.18.31,5,10,0,2,2,0,394,False,0,442,459.12997,49.71,3446,1140,2465,715,981,425,33,8,87,37,859,84,460,45.76,10.161437,61.86,13.736593,140.36,113.3,65.25,137.36,30.762486,24.831787,14.300742,30.10498,1549,686960,77.78,187.23,194.07,239.97,188.99,30.13,9.17,79,0.12,67.347824,42.273678,40.78374,16.942581,52.270794,41.166218,6.562983,2701,2435,2924,3596,180.21,170.44,108.44,267.72,191.37,310.17,148.92,161.5,166.5,159.8,168.5,39.25374,23.62064,37.125614,58.315365,41.68464,67.56191,32.438084,35.86259,36.97289,35.48509,37.417007,0,1,Vati
EU KC vs G1 G3 2022-10-28.18.22,3,6,1,1,3,1,518,True,33.333332,404,401.42813,52.22,2155,825,1370,547,785,278,15,6,72,25,154,63,268,21.96,6.8177586,32.43,10.068301,87.08,63.89,68.56,102.96,27.002388,19.811468,21.259575,31.926573,1568,494916,52.41,137.05,141.2,188.42,125.82,16.42,6.84,66,0.1,68.17391,42.702473,41.447407,15.850118,56.983,38.05117,4.965826,2812,2769,2845,3736,127.28,115.17,88.21,198.61,132.05,254.04,76.61,101.4,120.6,110.4,105.5,38.492714,26.67695,34.83034,60.06472,39.93528,76.83049,23.169516,31.480906,37.441788,34.27507,32.753803,1,1,Vati
EU KC vs G1 G2 2022-10-28.18.15,4,4,1,2,2,1,497,True,25,455,480.6759,52.37,2674,978,2130,741,544,237,24,9,49,21,301,167,267,38.9,11.654384,46.64,13.973276,106.03,45.71,70.75,118.03,31.137672,13.423588,20.777048,34.661694,1614,531919,62.51,144.17,144.42,174.02,148.63,28.44,7.74,64,0.12,70.17391,41.13358,41.062374,17.804045,49.565636,42.33387,8.100487,2764,2397,3109,3582,116.62,121.4,113.07,169.74,181.35,251.42,99.67,99.4,134.9,118.2,117.2,33.216553,32.205418,34.57803,48.346573,51.65342,71.61127,28.388733,29.780094,40.41584,35.412548,35.11295,0,0,Vati
EU KC vs G1 G1 2022-10-28.18.07,6,12,1,3,2,0,585,False,16.666666,397,415.03683,53.59,4131,987,2822,569,1309,418,33,6,110,37,528,52,539,84.6,14.166108,69.59,11.652712,191.17,97.84,119.43,192.52,31.810768,16.280617,19.873201,32.035408,1573,920641,103.03,246.43,258.91,314.05,247.55,46.77,11.51,104,0.11,68.391304,42.557983,40.5066,16.935417,51.621544,40.690697,7.687756,2759,2593,2964,3525,242.58,203.06,162.73,342.69,265.67,413.41,194.95,182.5,238.1,200.5,222.7,39.87376,26.748526,33.377716,56.330135,43.669872,67.954834,32.04517,30.559277,39.86939,33.57334,37.290688,0,2,Vati
EU B KC vs HEET G4 2022-10-28.10.29,8,3,2,1,1,2,526,False,25,388,406.67383,46.8,2344,742,1550,465,794,277,21,8,66,24,422,165,193,55.43,16.028107,48.38,13.989533,135.55,62.28,36.18,123.36,37.92988,17.427317,10.123961,34.518845,1634,555153,79.54,140.83,148.81,171.74,163.82,33.61,5.86,57,0.1,71.04348,40.308247,38.1467,21.545044,46.520576,44.375225,9.104207,2988,2772,3360,3781,118.96,120.38,129.84,176.91,192.26,275.91,93.26,105.7,127.1,120.7,135.4,32.222763,35.169838,32.6074,47.921013,52.07899,74.73792,25.262074,30.564152,36.752163,34.901543,39.152184,1,0,Vati
EU B KC vs HEET G3 2022-10-28.10.21,3,4,2,0,1,1,463,True,66.666664,439,441.8118,50.27,2393,448,1741,191,652,257,20,2,60,24,211,30,472,35.77,11.006831,39.64,12.197673,116.32,53.58,66.17,87.91,35.903454,16.53806,20.4241,27.134392,1611,512528,76.46,123.33,133.81,168.85,143.78,20.98,6.4,46,0.14,70.04348,40.110912,36.969425,22.919664,50.612988,43.098225,6.28878,2849,2796,2870,3732,129.38,124.65,79.57,196.52,137.08,244.01,89.6,111,131.3,116.4,115,38.782974,23.851917,37.36511,58.90887,41.091125,73.142296,26.85771,34.15595,40.402485,35.81759,35.38679,1,1,Vati
EU B KC vs HEET G2 2022-10-28.10.14,2,9,0,2,4,0,384,False,0,393,420.69522,48.67,2251,362,1455,87,796,275,17,1,62,16,263,12,183,51.84,16.14752,37.11,11.559307,108.58,69.77,47.01,93.61,34.040817,21.87353,14.738063,29.347588,1515,468863,45.68,125.77,152.4,171.88,129.99,21.98,5.56,51,0.11,65.86957,47.058823,38.835884,14.105297,53.07395,40.138954,6.7870927,3115,2854,3417,3845,165.35,125.45,33.06,231.36,92.49,234.91,88.94,128.2,108.1,108.8,136.3,51.056015,10.208116,38.735874,71.44048,28.559517,72.53667,27.463331,39.932716,33.671814,33.88986,42.45577,1,3,Vati
EU B KC vs HEET G1 2022-10-28.10.07,6,4,3,1,0,0,551,True,50,419,450.6856,46.98,2498,548,1600,246,898,302,19,3,80,26,325,53,298,47.85,14.388381,25.22,7.583594,117.4,87.77,46.82,87.69,34.561943,25.839025,13.783562,25.815474,1644,528982,68.08,145.97,130.09,177.41,142.66,24.07,5.08,52,0.1,71.478264,37.801476,42.415874,19.782646,51.551693,41.454056,6.994246,2861,2529,3287,3687,142.59,99.62,101.93,190.06,154.07,242.42,101.72,96.1,123.2,105.2,114.2,41.43372,29.618761,28.947523,55.229126,44.770874,70.44226,29.557737,28.897041,37.045948,31.63339,34.33967,0,2,Vati
