,shots,shots_against,goals,goals_against,saves,assists,score,mvp,shooting_percentage,bpm,bcpm,avg_amount,amount_collected,amount_stolen,amount_collected_big,amount_stolen_big,amount_collected_small,amount_stolen_small,count_collected_big,count_stolen_big,count_collected_small,count_stolen_small,amount_overfill,amount_overfill_stolen,amount_used_while_supersonic,time_zero_boost,percent_zero_boost,time_full_boost,percent_full_boost,time_boost_0_25,time_boost_25_50,time_boost_50_75,time_boost_75_100,percent_boost_0_25,percent_boost_25_50,percent_boost_50_75,percent_boost_75_100,avg_speed,total_distance,time_supersonic_speed,time_boost_speed,time_slow_speed,time_ground,time_low_air,time_high_air,time_powerslide,count_powerslide,avg_powerslide_duration,avg_speed_percentage,percent_slow_speed,percent_boost_speed,percent_supersonic_speed,percent_ground,percent_low_air,percent_high_air,avg_distance_to_ball,avg_distance_to_ball_possession,avg_distance_to_ball_no_possession,avg_distance_to_mates,time_defensive_third,time_neutral_third,time_offensive_third,time_defensive_half,time_offensive_half,time_behind_ball,time_infront_ball,time_most_back,time_most_forward,goals_against_while_last_defender,time_closest_to_ball,time_farthest_from_ball,percent_defensive_third,percent_offensive_third,percent_neutral_third,percent_defensive_half,percent_offensive_half,percent_behind_ball,percent_infront_ball,percent_most_back,percent_most_forward,percent_closest_to_ball,percent_farthest_from_ball,inflicted,taken,player_name
EU L BDS v G1 G5 2022-10-14.17.50,5,8,1,0,3,0,684,True,20,434,437.31805,52.09,4832,889,3187,264,1645,625,36,3,149,59,430,40,790,66.86,10.085225,68.07,10.267742,224.44,109.81,138.22,185.7,34.100613,16.68414,21.000654,28.214596,1534,1006245,88.51,286.43,287.76,394,226.76,41.94,11.54,88,0.13,66.695656,43.422363,43.22167,13.3559675,59.45375,34.217594,6.3286552,2959,2870,3059,3581,254.34,247.78,160.58,374.01,288.69,505.03,157.67,239.6,184.3,,204.7,225.1,38.37936,24.231176,37.38947,56.4373,43.5627,76.20794,23.792063,36.141487,27.799984,30.87714,33.954296,1,2,M0nkey M00n
EU L BDS vs G1 G4 2022-10-14.17.38,5,8,1,2,2,0,409,False,20,399,403.15338,50.78,2199,802,1635,620,564,182,19,7,53,19,290,81,225,41.87,12.793718,28.38,8.67174,104.55,57.72,57.2,97.07,33.029,18.234661,18.070385,30.665949,1474,467608,41.45,130.98,160.52,176.66,128.44,27.85,6.3,45,0.14,64.08696,48.21144,39.339237,12.449316,53.059017,38.576363,8.364619,2710,2569,2816,3549,159.34,78.98,94.63,193.39,139.56,221.82,111.13,92.5,121.1,,108.9,104.4,47.857033,28.421684,23.72128,58.083794,41.916203,66.62261,33.377384,28.264126,37.003086,33.27528,31.900267,3,2,M0nkey M00n
EU L BDS v G1 G4 2022-10-14.17.38,5,8,1,2,2,0,409,False,20,399,403.2396,50.78,2199,802,1635,620,564,182,19,7,53,19,290,81,225,41.92,12.811735,28.48,8.704156,104.45,57.93,57.06,97.01,33.006794,18.30621,18.031284,30.65571,1473,467515,41.57,130.77,160.24,176.39,128.53,27.66,6.16,45,0.14,64.04348,48.18089,39.319862,12.499248,53.036865,38.646343,8.316796,2722,2587,2825,3544,159.24,78.87,94.47,193.07,139.51,221.39,111.2,90,119.8,,108,99,47.88021,28.405195,23.714596,58.052197,41.947796,66.565445,33.43456,27.506111,36.61369,33.00733,30.256723,3,2,M0nkey M00n
EU L BDS vs G1 G3 2022-10-14.17.30,6,13,1,1,3,0,798,False,16.666666,407,422.02197,54.34,5003,1154,3225,584,1778,570,38,7,164,52,529,27,616,74.17,10.427533,68.51,9.631796,166.74,189.59,141.61,212.77,23.461046,26.67614,19.925144,29.937668,1488,1044324,95.41,269.28,352.18,427.47,234.33,55.07,12.75,94,0.14,64.695656,49.127457,37.563297,13.309247,59.63006,32.687935,7.6820064,2702,2623,2732,3379,329.66,243.17,144.04,456.76,260.11,559.44,157.43,256.6,218.5,,233.2,243.4,45.986023,20.092903,33.921074,63.715878,36.284122,78.03925,21.960745,36.075302,30.718836,32.785503,34.219517,3,2,M0nkey M00n
EU L BDS v G1 G3 2022-10-14.17.30,6,13,1,1,3,0,798,False,16.666666,407,422.53165,54.37,5007,1142,3225,584,1782,558,38,7,164,51,529,27,611,74.17,10.431787,68.43,9.624473,167.41,188.97,141.33,212.77,23.562943,26.59751,19.892185,29.947357,1489,1044347,95.25,268.81,352.51,427.36,233.93,55.28,12.59,96,0.13,64.73913,49.194077,37.51343,13.29249,59.639675,32.6458,7.7145295,2691,2618,2717,3382,329.54,243.16,143.87,456.62,259.95,559.42,157.15,254.2,215.8,,230.7,240.3,45.98853,20.07759,33.93388,63.723015,36.27699,78.06914,21.930866,35.75246,30.351618,32.447258,33.79747,3,2,M0nkey M00n
EU L BDS vs G1 G2 2022-10-14.17.17,5,7,0,3,1,1,348,False,0,422,408.48337,52.26,2231,559,1601,334,630,225,19,4,60,21,323,70,372,31.08,9.484284,30.81,9.401892,99.86,76.36,52.2,100.41,30.368275,23.221724,15.874463,30.535534,1531,484751,50.53,131.47,154.33,184.71,122.69,28.93,5.21,45,0.12,66.565216,45.886482,39.089584,15.023935,54.919273,36.47905,8.60167,2567,2324,2876,3394,140.96,110.09,85.29,192.27,144.06,260.97,75.36,133.4,85.3,2,107.7,98.4,41.909977,25.358269,32.73176,57.167065,42.83293,77.59343,22.406565,40.70796,26.029905,32.865425,30.027464,1,2,M0nkey M00n
EU L BDS v G1 G2 2022-10-14.17.17,5,7,0,3,1,1,348,False,0,424,408.47092,52.07,2231,559,1601,334,630,225,19,4,60,21,323,70,378,31.05,9.474841,30.8,9.398554,100.28,76.34,52.27,100.37,30.456173,23.185322,15.874992,30.483507,1529,484679,50.94,131.36,153.51,184.62,122.2,28.99,5.33,45,0.12,66.478264,45.71335,39.11736,15.169292,54.977516,36.389626,8.632858,2549,2318,2845,3399,140.41,110.23,85.17,192.02,143.78,260.35,75.45,132.1,83.9,2,106.4,97.9,41.812336,25.362556,32.82511,57.18285,42.817154,77.53127,22.46873,40.310036,25.601904,32.46773,29.873974,1,2,M0nkey M00n
EU L BDS vs G1 G1 2022-10-14.17.09,2,11,1,1,4,1,557,True,50,434,452.29565,54.53,2714,453,1866,242,848,211,21,3,70,19,248,60,389,24.38,6.771658,21.65,6.0133877,89.68,77.96,81.82,100.73,25.608955,22.262201,23.36446,28.764385,1568,544848,64.29,140.81,157.55,222.44,128.48,11.74,7.05,57,0.12,68.17391,43.44409,38.82807,17.727837,61.33569,35.427124,3.2371922,2925,2951,2900,3555,149.38,134.62,78.66,211.65,151,289.98,72.67,130.3,112.7,1,107.1,132.6,41.190094,21.689737,37.120167,58.362057,41.637943,79.961395,20.038603,36.19143,31.302948,29.74752,36.83027,0,3,M0nkey M00n
EU L BDS v G1 G1 2022-10-14.17.09,2,11,1,1,4,1,557,True,50,434,451.57166,54.45,2708,447,1866,242,842,205,21,3,70,19,248,60,408,24.53,6.8174872,21.94,6.097663,89.61,77.85,81.82,100.69,25.605051,22.244764,23.379147,28.771038,1566,544963,64.26,140.37,157.93,222.7,128.06,11.79,7.24,58,0.12,68.08696,43.559685,38.71635,17.723963,61.426006,35.32202,3.251965,2925,2962,2894,3551,149.42,134.55,78.58,211.45,151.1,290.18,72.37,127.3,110.4,1,104.5,130.5,41.213627,21.674253,37.112125,58.32299,41.677013,80.03862,19.961386,35.379784,30.682861,29.043106,36.269142,0,3,M0nkey M00n
EU E BDS vs GLD G5 2022-10-14.16.41,1,7,1,1,3,2,609,True,100,417,424.61008,47.11,2473,415,1599,285,874,130,18,3,63,12,243,30,301,56.61,16.199741,39.85,11.403633,147.88,63.53,34.38,98.43,42.960896,18.45622,9.987799,28.595085,1512,512084,56.92,139.21,164.81,206.59,140.98,13.37,5.67,49,0.12,65.73913,45.661327,38.56874,15.769934,57.23666,39.059124,3.7042167,2694,2653,2779,3424,176.42,111.59,72.93,236.66,124.28,288.84,72.1,132.5,114.2,,119.5,114.8,48.87793,20.205574,30.916496,65.56768,34.432316,80.02438,19.975618,37.916725,32.679924,34.196594,32.851624,1,2,M0nkey M00n
EU E BDS vs GLD G4 2022-10-14.16.33,0,3,0,1,2,0,276,False,0,448,456.31317,53.51,2378,358,1477,87,901,271,17,1,75,25,265,32,267,30.06,9.613663,33.18,10.611488,87.33,56.89,74.89,90.43,28.212831,18.378883,24.193964,29.214317,1474,449908,41,116.8,154.66,188.16,102.26,22.05,5.31,44,0.12,64.08696,49.49753,37.380783,13.121678,60.21698,32.72634,7.0566773,2602,2629,2546,3326,148.09,95.11,69.27,192.56,119.91,234.81,77.66,139.5,76.3,1,87.9,113.2,47.393353,22.16853,30.438126,61.625114,38.374886,75.146416,24.853588,44.614304,24.401947,28.111809,36.203148,1,2,M0nkey M00n
EU E BDS vs GLD G3 2022-10-14.16.27,6,11,2,1,5,0,849,True,33.333332,385,383.69495,51.76,2747,638,1605,270,1142,368,20,3,105,33,354,33,376,43.05,10.021883,28.16,6.5555453,136.49,109.26,87.84,94.61,31.875294,25.516113,20.513779,22.094814,1505,633527,56.45,169.52,209.18,238.11,163.51,33.53,7.73,58,0.13,65.434784,48.070778,38.95668,12.972537,54.719063,37.575546,7.705389,2655,2510,2812,3321,220.45,128,86.71,289.11,146.04,355.11,80.05,204.7,86.1,1,144.2,162.5,50.659527,19.926004,29.414469,66.43916,33.56084,81.60447,18.395535,47.65341,20.043766,33.569233,37.829407,1,2,M0nkey M00n
EU E BDS vs GLD G2 2022-10-14.16.18,3,9,0,1,2,0,343,False,0,332,353.67468,54.64,1872,555,1061,194,811,361,13,2,72,31,266,21,189,23.75,7.4784307,23.6,7.4311986,68.04,64.02,97.4,87.27,21.482021,20.2128,30.751747,27.553438,1512,471536,49.25,112.57,158.54,187.84,114.89,17.63,6.14,50,0.12,65.73913,49.488075,35.138596,15.373331,58.63404,35.86278,5.503184,2405,2432,2362,3246,147.37,104.67,68.32,195.01,125.35,256.69,63.66,127.2,99.5,,121.5,90.4,46.001377,21.32601,32.67262,60.872147,39.127857,80.12798,19.872015,40.052902,31.33069,38.25808,28.46527,1,1,M0nkey M00n
EU E BDS vs GLD G1 2022-10-14.16.12,4,17,2,3,4,1,794,True,50,457,470.29675,54.26,2784,537,1835,221,949,316,21,3,79,27,287,81,281,26.81,7.5482855,42.26,11.898192,117.7,69.55,74.32,105.34,32.078712,18.955603,20.255648,28.710037,1578,538477,64.06,141.27,166.87,204.75,135.76,31.7,4.72,35,0.13,68.608696,44.83342,37.9554,17.211176,55.009266,36.47403,8.516697,2954,2935,2912,3487,208.37,97.16,66.67,254.49,117.71,279.06,93.14,129.4,115.1,,116.3,130.5,55.983345,17.912413,26.104246,68.37453,31.62547,74.975815,25.02418,36.432228,32.406105,32.74396,36.741936,0,2,M0nkey M00n
EU E BDS vs GLD G0 2022-10-14.16.03,11,7,4,2,5,0,1507,True,36.363636,399,410.4451,60.76,4016,550,3200,398,816,152,45,4,67,15,1362,9,282,54.8,9.334492,184.75,31.469841,124.75,72.82,84.66,307.68,21.147293,12.344255,14.351341,52.157104,1510,867447,87.78,237.33,277.71,318.56,232.45,51.82,8.98,62,0.14,65.652176,46.06848,39.369965,14.561562,52.844086,38.55979,8.596122,2939,1923,3996,4501,394.13,141.1,67.6,467.66,135.17,511.44,91.39,497.1,103.3,1,294.2,307.1,65.37996,11.213775,23.406267,77.57742,22.422573,84.839836,15.160161,84.674736,17.595858,50.113277,52.310627,0,1,M0nkey M00n
EU Z WR vs BDS G5 2022-10-07.20.29,3,3,0,0,0,1,254,False,0,352,374.73013,57.03,1996,387,1197,100,799,287,14,1,72,26,185,16,105,24.14,7.5534277,26.99,8.445195,70.05,62.84,89.53,99.12,21.785782,19.543447,27.844124,30.826647,1510,480147,38.45,130.59,156.41,193.57,110.11,21.77,5.4,47,0.11,65.652176,48.05961,40.125977,11.81441,59.47765,33.833157,6.6892,2616,2737,2472,3315,143.92,125.52,56.01,207.66,117.8,246.11,79.34,111.8,105.4,,107.2,114.7,44.221848,17.210018,38.56814,63.805073,36.194923,75.621445,24.37855,34.982323,32.979755,33.542976,35.889732,0,0,M0nkey M00n
2022-10-07.21.29 Player Private Loss,3,3,0,0,0,1,254,False,0,352,374.69495,57.03,1996,387,1197,100,799,287,14,1,72,26,185,16,105,24.26,7.5902634,27.23,8.519492,70.2,62.73,89.53,99.05,21.834467,19.511057,27.846722,30.80775,1513,480224,38.35,130.99,156.1,193.9,109.76,21.8,5.93,48,0.12,65.78261,47.965828,40.250122,11.784044,59.577217,33.724575,6.698212,2597,2720,2452,3316,144.21,125.18,56.06,207.73,117.72,245.86,79.59,106.3,99,,102.5,108.1,44.310955,17.22538,38.463665,63.82854,36.171455,75.544624,24.455366,33.258244,30.974283,32.069332,33.821415,0,0,M0nkey M00n
EU Z WR vs BDS G4 2022-10-07.20.22,2,7,0,2,0,0,156,False,0,359,382.20123,54.68,2050,334,1225,205,825,129,16,3,61,13,312,100,114,13.76,4.275682,46.08,14.3185625,94.32,48.71,72.75,104.24,29.47316,15.220924,22.732954,32.572964,1462,458240,31.49,129.32,166.66,193.36,113.23,20.88,4.02,34,0.12,63.565216,50.89321,39.490643,9.616148,59.04663,34.577213,6.376157,2696,2459,2834,3347,142.98,115.07,69.42,195.7,131.77,231.13,96.34,108.9,109.3,,98.4,132,43.662014,21.198889,35.139095,59.7612,40.2388,70.58051,29.419489,33.83879,33.963085,30.576097,41.016716,1,2,M0nkey M00n
2022-10-07.21.22 Player Private Win,2,7,0,2,0,0,156,False,0,364,388.94415,54.71,2085,348,1366,219,719,129,17,3,61,13,358,87,137,13.93,4.330929,46.56,14.475811,93.96,49.27,72.54,104.02,29.381784,15.406987,22.683638,32.5276,1468,458257,31.64,129.1,166.42,192.64,113.63,20.9,4.17,35,0.12,63.826088,50.868073,39.46081,9.671108,58.880707,34.731182,6.388117,2702,2437,2858,3354,142.92,115.02,69.23,195.38,131.78,231.2,95.96,104.2,104.4,,92.1,128.7,43.683716,21.160255,35.156036,59.720013,40.279984,70.668785,29.331213,32.396465,32.45865,28.634497,40.01368,1,2,M0nkey M00n
EU Z WR vs BDS G3 2022-10-07.20.15,4,9,0,1,5,0,588,True,0,410,406.524,57.95,3207,1006,2022,667,1185,339,23,8,98,29,280,141,264,45.53,9.619082,48.82,10.3141575,115.58,96.64,92.45,164.92,24.612963,20.579657,19.687387,35.120003,1499,702234,62.83,187.39,228.76,264.74,172.69,41.55,7.18,53,0.14,65.17391,47.759827,39.12272,13.117458,55.27162,36.0537,8.674685,2754,2560,2943,3462,221.71,140.91,116.36,294.66,184.32,339.29,139.69,159.2,165.1,,162.3,177.3,46.287945,24.29329,29.418764,61.518227,38.481773,70.835945,29.164057,33.63404,34.880527,34.288975,37.45801,1,1,M0nkey M00n
2022-10-07.21.15 Player Private Loss,4,9,0,1,5,0,588,True,0,413,409.11108,58.17,3227,1006,2127,667,1100,339,24,8,97,29,299,141,229,45.26,9.5632515,49.33,10.423226,115.72,95.85,92.89,165.13,24.642773,20.41142,19.781084,35.164715,1499,702388,62.58,187.4,228.9,264.51,172.73,41.63,7.13,56,0.13,65.17391,47.79903,39.132977,13.067992,55.236286,36.07033,8.693382,2743,2536,2945,3453,221.76,140.73,116.38,294.3,184.57,339.9,138.97,149.7,156.4,,154.7,168.5,46.30902,24.303047,29.387934,61.457176,38.54282,70.9796,29.020403,31.630993,33.046673,32.687473,35.603355,1,1,M0nkey M00n
EU Z WR vs BDS G2 2022-10-07.20.05,2,10,1,3,5,2,659,True,50,410,431.3167,56,2525,445,1798,300,727,145,19,3,60,14,132,7,322,21.76,6.195018,34.79,9.904626,112.06,78.73,52.04,111.55,31.621424,22.216267,14.684801,31.47751,1511,515053,50.72,140.4,182.22,226.66,120.2,26.48,4.71,37,0.13,65.695656,48.808056,37.60647,13.585472,60.71142,32.195854,7.0927305,2993,2781,3238,3498,202.02,106.2,65.11,259.53,113.8,292.53,80.81,116.7,116.6,3,113,115.1,54.11298,17.440334,28.446682,69.51758,30.482414,78.35485,21.64515,33.224197,33.19573,32.17082,32.768684,1,1,M0nkey M00n
2022-10-07.21.06 Player Private Loss,2,10,1,3,5,2,659,True,50,410,431.48755,56.15,2526,445,1890,300,636,145,20,3,59,14,140,7,321,22.5,6.405694,34.19,9.733808,111.62,78.91,52.06,111.78,31.498152,22.267689,14.69086,31.543303,1517,515543,50.87,140.68,181.69,226.07,120.41,26.75,4.4,38,0.12,65.95652,48.679134,37.691563,13.6293,60.571228,32.26161,7.167162,2988,2775,3233,3479,201.85,106.15,65.23,259.2,114.03,293.11,80.13,111.5,109.2,3,104.6,110.1,54.081932,17.47716,28.440907,69.4478,30.552206,78.531235,21.46876,31.743773,31.088968,29.77936,31.345196,1,1,M0nkey M00n
EU Z WR vs BDS G1 2022-10-07.19.57,2,7,0,2,2,0,339,False,0,396,420.16385,59.54,2231,872,1568,680,663,192,18,8,60,16,259,120,260,21.51,6.7516246,28.91,9.074359,85.14,50.13,59.4,114.18,27.56678,16.23118,19.232637,36.969402,1461,443693,39.9,120.47,155.59,177.73,104.39,33.83,4.21,30,0.14,63.52174,49.243576,38.128246,12.628181,56.25257,33.040035,10.707391,2554,2423,2595,3330,162.31,91.74,61.9,209.4,106.55,233.36,82.59,131.5,101.1,1,109.5,103.9,51.372055,19.59171,29.036242,66.276306,33.72369,73.85979,26.140211,41.27562,31.733576,34.370193,32.61245,1,4,M0nkey M00n
2022-10-07.20.57 Player Private Win,2,7,0,2,2,0,339,False,0,397,420.87753,59.61,2235,872,1568,680,667,192,18,8,60,16,259,120,269,21.76,6.829452,28.86,9.057812,84.99,49.96,59.42,114.5,27.516432,16.17509,19.237867,37.070614,1458,443783,40.18,119.66,156.07,177.29,104.92,33.69,3.87,33,0.12,63.391304,49.403313,37.877876,12.718812,56.122192,33.213043,10.664766,2554,2442,2588,3333,162.46,91.36,62.09,209.12,106.78,233.12,82.79,125.6,92.3,1,102.6,98.2,51.42604,19.654331,28.919628,66.198166,33.801838,73.79317,26.206831,39.42,28.968678,32.20137,30.820414,1,4,M0nkey M00n
EU Z WR vs BDS G0 2022-10-07.19.50,0,1,0,0,0,0,54,False,0,402,448.7377,50.21,631,57,509,0,122,57,6,0,12,5,97,3,102,13.48,15.977242,6.98,8.273083,28.02,15.77,8.71,24.02,36.617874,20.60899,11.382645,31.390484,1734,141188,25.19,32.79,23.3,38.84,37.44,5,0.9,8,0.11,75.391304,28.66634,40.34203,30.991634,47.785435,46.06299,6.151575,3702,3166,5038,3775,20.88,32.24,28.15,36.1,45.18,66.91,14.37,27.1,30.2,,29.3,31.1,25.692137,34.637627,39.670235,44.414368,55.585632,82.32037,17.679625,32.120422,35.794712,34.72798,36.861443,2,1,M0nkey M00n
2022-10-07.20.51 Player Private Win,0,1,0,0,0,0,54,False,0,402,448.25952,50.21,631,57,509,0,122,57,6,0,12,5,97,3,102,13.44,15.912858,7,8.287947,28.02,15.67,8.87,24,36.598747,20.467607,11.585685,31.347963,1735,141202,25.34,32.64,23.38,38.98,37.27,5.1,0.87,8,0.11,75.434784,28.736479,40.117992,31.145525,47.916412,45.814384,6.2692075,3703,3188,5011,3794,20.87,32.37,28.11,36.31,45.05,66.99,14.37,26.4,29.9,,29.5,30.5,25.654577,34.554394,39.791023,44.628815,55.37119,82.33776,17.662241,31.2574,35.401375,34.927776,36.11177,2,1,M0nkey M00n
EU S MON vs BDS G5 2022-10-07.20.42,3,2,0,1,1,1,296,False,0,423,450.86917,56.68,2451,624,1829,372,622,252,20,4,62,25,234,43,221,33.07,10.138885,59.9,18.364656,97.4,40.72,60.12,133.92,29.32322,12.259153,18.099712,40.31792,1524,491945,45.92,134.98,156.93,206.22,104.45,27.16,4.94,40,0.12,66.26087,46.452362,39.955013,13.592637,61.042538,30.91792,8.039547,2740,2673,2827,3342,112.02,129.48,96.32,173.26,164.57,243.36,94.47,106.7,116.9,1,99.3,118.7,33.15967,28.512224,38.328102,51.286148,48.71385,72.036224,27.963768,32.713,35.840206,30.444246,36.392063,3,0,M0nkey M00n
EU S MON vs BDS G4 2022-10-07.20.34,3,17,1,3,6,0,718,True,33.333332,416,430.19,53.57,2506,395,1785,186,721,209,20,2,66,21,235,26,147,21.95,6.280041,34.54,9.882124,112.57,88.57,37.29,117.92,31.589731,24.85478,10.464432,33.091064,1493,511953,44.38,145.94,182.68,225.89,127.97,19.13,5.19,42,0.12,64.91304,48.975872,39.126007,11.898124,60.561947,34.30923,5.1288238,2534,2251,2840,3167,190.94,107.47,74.58,246.65,126.35,308.75,64.25,116.4,88,2,123.5,102.8,51.19172,19.995173,28.813103,66.12601,33.873993,82.774796,17.2252,33.302814,25.177387,35.334175,29.411766,1,0,M0nkey M00n
EU S MON vs BDS G3 2022-10-07.20.25,6,11,3,3,3,1,892,True,50,411,403.21252,45.36,2368,459,1538,270,830,189,17,3,70,18,183,38,392,22.06,6.260465,25.82,7.327525,127.43,90.6,72.36,74.72,34.90181,24.814438,19.818684,20.465065,1557,524471,54.79,152.7,164.03,203.68,142.55,25.29,4.87,33,0.15,67.695656,44.15106,41.10142,14.747524,54.82343,38.369404,6.807171,2642,2604,2566,3404,194.16,95.67,81.68,246.93,124.58,299.84,71.67,132.5,111,1,140.7,89.2,52.262386,21.985949,25.751661,66.46658,33.533417,80.70846,19.29154,37.60252,31.50098,39.92962,25.3143,3,2,M0nkey M00n
EU S MON vs BDS G2 2022-10-07.20.16,1,9,1,5,1,0,376,False,100,401,413.44162,51.52,2393,730,1659,491,734,239,17,5,68,23,68,16,218,28.53,8.215273,31.84,9.168394,122.53,80.1,70.8,89.02,33.806046,22.099602,19.533731,24.56063,1472,506892,49.89,128.63,189.08,211.63,136.97,19,4.27,33,0.13,64,51.43634,34.991837,13.5718155,57.57073,37.26061,5.1686616,2626,2420,2800,3288,185.45,116.85,65.29,254.35,113.25,271.93,95.67,132.9,93,1,119.2,106.1,50.45023,17.761637,31.788134,69.192055,30.807943,73.974434,26.025574,38.26883,26.779545,34.323887,30.551716,2,0,M0nkey M00n
EU S MON vs BDS G1 2022-10-07.20.08,6,13,0,2,4,1,644,False,0,399,405.17957,52.84,4146,721,2654,278,1492,443,31,4,130,39,396,135,565,46.89,7.6374297,39.83,6.487499,193.46,121.99,134.95,158.82,31.755358,20.023964,22.151274,26.0694,1519,911794,89.97,254.9,270.72,357.22,224.39,33.99,8.44,77,0.11,66.04348,43.977325,41.407433,14.615248,58.027943,36.45062,5.521443,2585,2452,2721,3451,260.78,201.52,153.29,363.57,252.02,459.58,156.01,215,205.9,,218.4,189.3,42.36261,24.901312,32.736073,59.06041,40.939583,74.65684,25.343166,35.01914,33.536934,35.57293,30.83313,1,3,M0nkey M00n
EU J EG vs BDS G2 2022-10-07.18.14,3,9,2,2,2,0,507,False,66.666664,375,396.68375,55.34,2193,395,1313,200,880,195,15,2,81,20,201,9,232,12.47,3.759421,18.64,5.6195354,72.22,79.96,73.26,94.18,22.595583,25.017208,22.920969,29.466242,1505,510060,45.6,136.38,187.78,214.8,133.42,21.53,5.16,39,0.13,65.434784,50.78429,36.883385,12.332323,58.093307,36.08384,5.822853,2856,2887,2870,3466,184.33,112.59,72.84,239.76,129.99,305.43,64.33,125.4,95.5,1,113.9,107.4,49.851257,19.699265,30.449482,64.84381,35.15619,82.60223,17.397772,37.805244,28.791075,34.338257,32.378654,2,1,M0nkey M00n
EU K SQ vs GRB G5 2022-10-07.19.56,0,3,0,0,2,0,153,True,0,398,422.4449,58.5,527,131,363,100,164,31,4,1,14,3,36,0,11,3.34,4.462258,3.01,4.021376,25.33,8.9,9.49,33.58,32.768433,11.513582,12.276843,43.44114,1559,115684,13.22,29.54,35.11,42.76,30.41,4.7,1.03,10,0.1,67.78261,45.087967,37.93502,16.977013,54.912037,39.05227,6.0357003,2821,2546,2984,3877,45.81,22.08,9.97,58.01,19.85,47.96,29.91,22.2,34.3,,30.3,15.2,58.836372,12.805035,28.358593,74.50552,25.494476,61.589832,38.41017,29.659319,45.824986,40.48096,20.307281,0,0,M0nkey M00n
EU J EG vs BDS G5 2022-10-07.18.44,4,15,0,2,2,0,448,False,0,346,360.23508,60.84,4076,1031,2478,558,1598,473,33,7,143,45,766,163,486,50.67,7.4636536,73.19,10.780833,121.92,152.63,165.51,244.69,17.805038,22.289886,24.170866,35.73421,1392,936698,73.07,225.58,388.55,421.75,223.58,41.88,10.96,75,0.15,60.52174,56.541035,32.82596,10.633003,61.37134,32.53445,6.094207,2695,2621,2720,3139,318.89,232.24,136.07,420.08,267.12,550.59,136.62,274.2,199.3,2,204.1,239.8,46.40425,19.800642,33.79511,61.129223,38.87078,80.11961,19.880384,40.38946,29.356743,30.06378,35.322365,1,1,M0nkey M00n
EU J EG vs BDS G4 2022-10-07.18.31,3,9,0,1,3,0,408,False,0,387,393.96588,63.85,2629,837,1757,620,872,217,20,7,77,19,298,84,276,14.43,3.603986,75.58,18.876595,63.87,55.57,96.32,190.04,15.739281,13.693938,23.73583,46.83095,1472,587297,53.3,151.53,201.39,246.04,131.42,28.76,6.47,45,0.14,64,49.576588,37.30245,13.12097,60.568165,32.35193,7.0799074,2660,2459,2783,3230,166.87,141.54,97.82,232.47,173.76,297.21,109.01,128.4,154.8,,134.1,142.2,41.077717,24.079956,34.84233,57.226204,42.7738,73.16479,26.835213,32.06873,38.662304,33.492348,35.51537,0,0,M0nkey M00n
EU J EG vs BDS G3 2022-10-07.18.24,4,13,1,3,1,1,366,False,25,356,374.97482,56.16,2795,472,1640,243,1155,229,19,3,105,22,280,61,429,42.45,9.49176,39.89,8.919348,141.18,72.94,92.64,143.74,31.33851,16.190899,20.563818,31.906773,1444,638980,55.38,147.96,258.63,282.85,150.24,28.88,7.79,57,0.14,62.782608,55.98415,32.028053,11.987791,61.226913,32.52159,6.2514877,2819,2855,2757,3240,232.71,138.5,90.77,298.88,163.09,360.5,101.48,161.7,121,1,136.1,169.7,50.37231,19.648037,29.979652,64.69684,35.303158,78.033676,21.966318,36.15589,27.05543,30.43177,37.94468,1,0,M0nkey M00n
EU J EG vs BDS G1 2022-10-07.18.05,2,7,0,1,1,2,342,False,0,371,398.45273,51.24,2146,144,1323,0,823,144,14,0,71,12,104,0,240,13.08,4.047656,24.64,7.6249423,108.62,75.5,59.96,77.99,33.72559,23.44211,18.617073,24.215235,1429,452855,44.83,102.99,183.85,196.09,116.63,18.95,4.49,34,0.13,62.130436,55.431606,31.05195,13.516448,59.122017,35.16447,5.7135105,2936,2963,2888,3412,194.04,90.26,47.37,243.7,87.97,264.63,67.04,147.7,73.7,1,102.5,115.7,58.503937,14.2822695,27.213799,73.476654,26.523354,79.78713,20.212862,45.70633,22.806746,31.719017,35.803806,0,1,M0nkey M00n
EU J EG vs BDS G0 2022-10-07.17.58,0,0,0,0,0,0,124,False,0,416,418.46225,48.96,1230,473,894,341,336,132,10,4,33,12,131,59,93,22.12,12.542526,20.98,11.896122,81.56,40.4,11.13,45.26,45.73031,22.652092,6.2405386,25.37707,1696,289809,47.61,68.47,66.37,84.8,86.7,10.95,1.52,12,0.13,73.73913,36.377094,37.52809,26.09482,46.47849,47.51987,6.0016446,2466,2167,2950,3254,88.78,40.89,52.78,114.41,68.04,106.98,75.46,78.9,73.6,,88.2,58.2,48.65991,28.928474,22.41162,62.70759,37.292408,58.638454,41.36154,44.738037,41.73282,50.01134,33.00068,1,0,M0nkey M00n
