Unnamed: 0,shots,goals,saves,assists,score,mvp,bcpm,avg_amount,amount_collected,amount_stolen,amount_collected_big,amount_collected_small,amount_overfill,amount_used_while_supersonic,percent_zero_boost,percent_full_boost,percent_boost_0_25,percent_boost_25_50,percent_boost_50_75,percent_boost_75_100,count_powerslide,avg_powerslide_duration,avg_speed_percentage,percent_slow_speed,percent_boost_speed,percent_supersonic_speed,percent_ground,percent_low_air,percent_high_air,avg_distance_to_ball,avg_distance_to_ball_possession,avg_distance_to_ball_no_possession,avg_distance_to_mates,percent_defensive_third,percent_offensive_third,percent_neutral_third,percent_defensive_half,percent_offensive_half,percent_behind_ball,percent_infront_ball,percent_most_back,percent_most_forward,percent_closest_to_ball,percent_farthest_from_ball,inflicted,taken,player_name
EU P-J G1 vs TL G7 2023-02-26.16.56,4,0,1,1,228,0,540.19006,47.55,3069,907,2322,747,257,399,11.860478,10.62544,35.346813,19.291061,21.689552,23.672579,110,0.1,69.91304,41.242035,42.465633,16.292322,62.132637,29.573135,8.294222,3160,2865,3508,4001,41.024136,24.717844,34.258015,57.72035,42.279648,76.31513,23.684872,30.802628,34.205585,30.450598,31.154657,3,1,Oski
EU P-J TL vs G1 G6 2023-02-26.16.48,6,2,3,0,549,0,465.22812,46.64,2580,379,1861,719,281,463,16.986237,9.41576,42.766148,22.921368,13.555549,20.756931,80,0.11,68.0,44.70909,38.91132,16.379585,53.218307,38.210175,8.571511,2909,2773,3034,3872,44.662617,21.361141,33.976242,61.00848,38.99152,75.286835,24.71316,31.616278,37.356495,37.987617,34.71179,1,2,Oski
EU P-J G1 vs TL G6 2023-02-26.16.48,6,2,3,0,549,0,463.24588,46.5,2567,379,1860,707,258,487,17.020573,9.444177,42.826206,22.854666,13.561838,20.757284,81,0.11,68.0,44.661045,38.926388,16.412569,53.2573,38.261227,8.481482,2889,2756,3022,3877,44.662342,21.301172,34.036488,60.892082,39.107918,75.25968,24.740318,30.889074,36.96463,37.35563,34.13739,1,2,Oski
EU P-J TL vs G1 G5 2023-02-26.16.40,4,0,2,2,373,0,508.41064,48.95,2831,802,1967,864,352,556,14.699192,12.014367,38.038902,19.190136,18.813456,23.957508,85,0.11,74.73913,31.719465,44.100986,24.179544,50.96772,40.724083,8.308191,2687,2408,2977,3724,38.344624,23.749075,37.9063,57.370605,42.629395,76.50926,23.490736,30.649506,31.756958,39.539062,26.608799,0,0,Oski
EU P-J G1 vs TL G5 2023-02-26.16.40,4,0,2,2,373,0,508.8066,48.81,2831,802,1967,864,352,525,14.722622,12.041697,38.030575,19.267138,18.76344,23.938848,86,0.11,74.73913,31.609999,44.107502,24.282497,50.956196,40.77009,8.27372,2662,2362,2971,3726,38.350388,23.789438,37.860176,57.39289,42.60711,76.50412,23.495882,30.22406,30.853104,39.36017,25.880661,0,0,Oski
EU P-J TL vs G1 G4 2023-02-26.16.30,3,1,2,0,439,0,524.68036,56.87,2955,940,2074,881,452,567,9.656131,12.414181,32.2854,17.644241,17.467588,32.60277,96,0.11,72.86957,36.095142,41.787895,22.116966,55.593033,38.250824,6.1561475,2952,2811,3112,4002,40.34666,26.84107,32.81227,56.53742,43.462574,69.368835,30.631157,33.854164,34.77154,35.126656,29.592802,1,2,Oski
EU P-J G1 vs TL G4 2023-02-26.16.30,3,1,2,0,439,0,525.4644,56.87,2956,940,2151,805,475,557,9.6584,12.4818535,32.309307,17.647236,17.452421,32.591038,96,0.11,72.91304,36.03654,41.6789,22.284557,55.59374,38.26475,6.14151,2976,2844,3124,4001,40.2943,26.79825,32.90745,56.52774,43.472256,69.52359,30.476416,33.33037,34.51545,34.396942,29.123337,1,2,Oski
EU P-J TL vs G1 G3 2023-02-26.16.22,5,1,0,1,386,0,511.16077,52.71,2935,897,2200,735,321,627,9.671707,9.526574,29.276758,17.775482,22.371405,30.576355,80,0.1,73.521736,34.63897,41.975582,23.385447,56.1338,37.173004,6.6931844,3078,3061,3115,4139,49.443386,19.123781,31.432833,66.56722,33.432777,73.437195,26.562801,36.138283,37.966965,37.879887,32.50994,0,0,Oski
EU P-J G1 vs TL G3 2023-02-26.16.22,5,1,0,1,386,0,511.34286,52.66,2934,897,2200,734,321,626,9.666832,9.524502,29.2601,17.804129,22.357805,30.577967,78,0.11,73.78261,34.69269,41.900524,23.406784,56.077198,37.251163,6.6716437,3089,3080,3119,4132,49.520306,19.090935,31.388758,66.54225,33.457752,73.39085,26.609158,35.669678,37.26726,37.70297,31.806433,0,0,Oski
EU P-J TL vs G1 G2 2023-02-26.16.14,1,0,0,0,150,0,488.01785,56.8,2515,662,1816,699,863,445,9.92206,12.784192,24.995888,18.524973,19.751421,36.727715,94,0.11,72.73913,31.732082,48.27236,19.99556,58.91424,38.604565,2.4812007,2858,2900,2883,3880,36.429977,26.01688,37.553146,58.931404,41.068596,68.88762,31.112381,33.375378,34.08687,35.186443,27.942177,2,0,Oski
EU P-J G1 vs TL G2 2023-02-26.16.14,1,0,0,0,150,0,485.41113,57.3,2501,662,1816,685,871,444,9.875784,12.812964,25.343683,18.167467,19.742815,36.746037,96,0.11,72.78261,31.700428,48.24116,20.058418,58.849487,38.680595,2.4699197,2845,2875,2882,3881,36.418182,26.008,37.573814,58.924374,41.075623,68.89644,31.103563,32.735977,33.609367,34.32102,27.139807,2,0,Oski
EU P-J TL vs G1 G1 2023-02-26.16.07,5,2,2,0,499,1,483.80563,51.38,2746,706,2041,705,476,480,14.153576,11.040963,37.60152,16.177063,19.592766,26.62865,78,0.11,70.695656,39.1573,43.046707,17.796001,54.79957,38.10843,7.092002,2833,2792,2925,3764,42.297146,21.331415,36.371445,60.714188,39.285812,74.79846,25.20154,30.450743,39.406845,35.383938,28.953165,2,0,Oski
EU P-J G1 vs TL G1 2023-02-26.16.07,5,2,2,0,499,1,484.0757,51.38,2746,706,2041,705,476,480,14.158539,11.067693,37.52378,16.243876,19.584894,26.64745,78,0.1,70.565216,39.165558,42.893627,17.940817,54.98279,37.9386,7.078614,2832,2795,2920,3769,42.209145,21.39189,36.398968,60.723408,39.276596,74.775154,25.224852,30.085793,38.81185,34.610413,28.557999,2,0,Oski
2023-02-26.15.35 CharlieB. Private Loss,2,0,1,1,267,0,508.5854,54.96,2878,653,2097,781,515,515,8.770948,12.638059,24.75446,19.064915,23.051664,33.128956,81,0.11,69.434784,39.271244,41.77472,18.95404,54.07212,35.47696,10.450914,2894,2903,2861,3825,36.02975,21.677471,42.292774,56.396152,43.60384,70.50532,29.494673,28.98124,37.463554,36.226547,34.901188,0,0,Oski
2023-02-26.15.28 CharlieB. Private Win,1,0,1,0,166,0,489.63232,51.64,2688,924,2021,667,318,447,10.346398,10.458726,34.042618,19.48741,24.070929,22.399048,94,0.12,70.0,39.940647,40.228683,19.830673,52.71167,39.071865,8.216468,2924,2672,3179,3833,48.85514,21.82072,29.32414,64.76389,35.2361,61.14748,38.85252,28.719753,39.10258,33.637936,35.55056,2,0,Oski
2023-02-26.15.21 CharlieB. Private Loss,2,1,1,0,330,0,469.4557,56.5,2609,670,2079,530,361,382,14.379967,17.375917,29.706758,22.579079,13.945724,33.768444,86,0.11,72.82609,35.827316,45.2982,18.874493,54.024563,34.676804,11.298625,3009,2708,3294,4009,34.437977,29.491941,36.07008,50.85697,49.14302,65.45481,34.54519,26.090868,36.467236,26.990553,34.158043,1,1,Oski
2023-02-26.15.13 CharlieB. Private Loss,6,1,1,1,487,0,501.2265,50.25,3712,1269,2686,1026,437,561,17.55823,11.317655,34.02837,20.43268,18.452726,27.086222,110,0.1,69.78261,42.31892,36.26558,21.415497,47.996426,44.660404,7.3431673,2811,2643,2988,3909,41.84952,26.291592,31.858892,59.773823,40.226177,65.90473,34.095264,26.173061,40.553616,33.014515,29.863846,0,1,Oski
EU P-H TL vs QUAD G7 2023-02-25.17.00,6,3,1,1,682,1,438.25555,52.79,2447,399,1812,635,524,365,9.357929,8.29229,36.016758,22.092289,14.445884,27.44507,79,0.12,69.652176,39.322586,41.14082,19.536598,55.88227,39.118458,4.999275,2919,3002,2798,3917,43.0825,21.731188,35.186314,62.401043,37.598957,84.5614,15.438598,36.386974,28.68571,33.730335,29.01406,0,2,Oski
EU P-H TL vs QUAD G6 2023-02-25.16.52,5,0,3,0,443,0,514.5949,56.41,4375,1182,2943,1432,940,668,10.401678,13.814668,30.726538,14.819919,19.283163,35.17038,123,0.11,69.391304,40.32052,37.820713,21.858772,56.502274,35.25046,8.247263,3019,2839,3186,3939,42.6246,21.259977,36.115414,61.7789,38.221104,72.81219,27.187817,31.914686,37.344887,35.36492,33.051697,0,0,Oski
EU P-H TL vs QUAD G5 2023-02-25.16.42,9,3,2,1,858,1,510.61548,49.87,4285,1126,3089,1196,639,822,11.775337,10.397013,35.050446,20.644854,17.007917,27.296778,132,0.11,72.82609,35.004295,42.816765,22.178936,57.5106,34.68663,7.802773,3142,2918,3381,4014,41.493362,26.089945,32.41669,57.050373,42.94962,74.603264,25.396734,31.002365,37.337887,35.33197,35.05392,1,1,Oski
EU P-H TL vs QUAD G4 2023-02-25.16.30,2,0,0,0,142,0,478.42612,48.99,2748,803,1918,830,392,484,17.430286,9.146041,40.962124,16.975115,13.894478,28.168287,83,0.11,72.347824,37.023098,40.582687,22.394226,53.417618,38.71049,7.8718925,2759,2624,2914,3849,39.393173,27.180782,33.42604,58.522263,41.477734,60.63492,39.365078,26.985462,36.4739,33.136986,30.69959,2,1,Oski
EU P-H TL vs QUAD G3 2023-02-25.16.20,3,1,1,1,413,1,558.7653,50.61,3011,749,2322,689,302,331,18.27601,12.458245,38.215244,14.317429,13.144894,34.32243,69,0.11,74.304344,32.69167,44.68143,22.626902,48.64287,38.92454,12.432596,3001,2589,3568,4231,41.489426,29.101645,29.40893,57.486294,42.513706,68.307526,31.692474,26.04231,45.280212,35.692192,34.76432,2,0,Oski
EU P-H TL vs QUAD G2 2023-02-25.16.13,2,1,2,0,347,0,488.19766,51.41,2799,759,1977,822,271,465,10.479651,12.979651,30.265598,21.410437,19.801445,28.522524,79,0.12,69.0,42.639282,41.133938,16.226788,62.599888,34.15588,3.244232,2851,2596,3053,3773,44.427246,21.981485,33.591263,61.653393,38.346603,68.561295,31.4387,26.773256,37.55814,33.40116,25.05814,2,0,Oski
EU P-H TL vs QUAD G1 2023-02-25.16.06,3,1,4,0,553,0,518.98114,50.4,2839,704,1940,899,211,523,9.749558,8.277985,32.6501,26.083801,14.024427,27.24167,76,0.11,72.608696,36.011063,41.113464,22.875471,54.76695,39.824623,5.4084272,2802,2842,2800,3726,41.6343,23.14913,35.21657,60.896305,39.103695,70.7068,29.293198,28.273718,36.408504,36.37804,28.36512,2,0,Oski
EU P-H TL vs QUAD G0 2023-02-25.15.57,2,1,0,0,300,0,434.29663,54.61,2124,505,1649,475,263,268,8.114095,7.739231,30.98151,20.434044,18.388853,30.19559,26,0.11,76.95652,40.445534,34.247833,25.30664,47.65198,44.255093,8.092928,2626,2321,3243,4220,47.75515,24.04188,28.202974,63.63671,36.36329,65.12934,34.87066,43.075245,50.9133,50.947384,42.393673,1,1,Oski
EU U TL vs VIT G5 2023-02-24.18.32,3,1,3,0,424,1,450.8637,53.27,2336,713,1502,834,554,259,13.729212,8.711037,32.937817,21.772676,18.91331,26.37619,74,0.12,66.608696,41.871292,43.56464,14.564066,54.781723,38.840527,6.3777547,2983,2970,3004,3721,48.875923,17.92149,33.20259,64.93079,35.0692,74.291275,25.70873,34.548203,26.506256,26.216747,34.74121,0,1,Oski
EU U TL vs VIT G4 2023-02-24.18.25,3,1,2,0,372,0,500.37964,50.31,2746,775,1983,763,447,470,12.15416,10.966684,35.16411,22.882727,13.916507,28.036654,82,0.12,71.73913,35.84538,44.93761,19.217009,56.816265,36.41255,6.7711816,2895,2662,3127,3833,44.549473,21.822464,33.62806,63.340218,36.659782,79.82956,20.170437,26.756159,31.28132,32.55687,26.239864,1,0,Oski
EU U TL vs VIT G3 2023-02-24.18.18,2,1,4,1,568,1,479.2386,47.15,2568,534,1776,792,355,456,13.430375,12.730553,35.058765,23.96626,13.896839,27.07813,87,0.11,70.347824,40.231094,40.495197,19.27371,51.349,39.068455,9.582546,3058,3195,2902,3904,49.156662,16.35054,34.492798,68.13325,31.866745,75.69028,24.309723,35.364372,30.51227,36.359676,31.538675,1,0,Oski
EU U TL vs VIT G2 2023-02-24.18.11,1,0,3,0,377,0,501.12372,54.86,2750,920,1903,847,652,510,15.522687,9.694466,35.345734,14.733901,19.599123,30.321243,63,0.11,74.652176,30.407505,47.2759,22.316595,50.799007,44.14654,5.054451,2862,2618,3089,4028,36.88556,29.942884,33.171555,52.361507,47.638496,54.067413,45.93259,20.044949,51.023506,37.872803,36.11128,3,1,Oski
EU U TL vs VIT G1 2023-02-24.18.04,1,0,1,1,202,0,461.17303,52.95,2524,346,1844,680,809,329,7.8872037,17.038187,29.302933,21.448038,17.166304,32.08273,94,0.11,70.78261,38.651134,42.99244,18.35642,57.55633,35.469734,6.97394,2867,3011,2699,3703,47.03806,18.324606,34.63733,64.85381,35.146183,64.45379,35.546207,26.92003,39.101036,32.523296,31.822887,3,1,Oski
EU U TL vs VIT G0 2023-02-24.17.57,2,1,0,0,196,1,512.38617,60.71,1341,479,1131,210,487,257,3.553461,11.169841,24.505991,14.66392,30.13657,30.693525,11,0.15,76.21739,30.32651,35.452408,34.221085,35.314056,59.587715,5.0982294,1420,1358,0,3031,32.595463,38.87659,28.527946,46.852524,53.147484,39.994465,60.00553,31.331593,45.46902,57.122845,21.269823,0,0,Oski
EU M TL vs WRSV G5 2023-02-24.17.45,2,0,3,1,417,1,453.1804,49.73,2344,688,1533,811,299,167,18.982407,9.895598,36.72992,21.27307,14.897972,27.099037,79,0.11,68.78261,41.6129,41.1466,17.240498,50.306614,42.031307,7.6620893,3219,2985,3479,4090,45.643562,23.816671,30.539762,61.022038,38.977962,74.215904,25.784096,35.412773,38.635044,36.379456,35.316105,0,1,Oski
EU M TL vs WRSV G4 2023-02-24.17.39,4,1,2,2,648,0,502.39886,51.7,5323,1477,3808,1515,1268,841,12.180081,12.324801,34.325428,20.572195,17.24686,27.855518,184,0.11,72.08696,37.04884,40.337902,22.613256,58.45507,34.98369,6.561252,2893,2745,2961,3795,36.664024,24.306974,39.029003,56.585648,43.414352,69.137405,30.862598,27.952997,37.941826,31.445154,29.400198,3,1,Oski
EU M TL vs WRSV G3 2023-02-24.17.25,1,1,0,0,230,0,447.61374,55.23,2401,558,1712,689,529,325,5.6239123,12.068109,25.860779,22.394867,23.583832,28.160528,87,0.11,70.82609,36.901352,43.183228,19.915411,63.481155,30.63192,5.886926,3170,3057,3269,3760,42.48663,20.789278,36.724094,60.940414,39.059586,75.06842,24.931583,31.350983,33.929905,30.636341,35.825256,0,4,Oski
EU M TL vs WRSV G2 2023-02-24.17.17,5,1,5,0,634,0,467.8893,52.71,3542,832,2484,1058,360,518,13.777768,12.179389,31.108343,16.755266,21.3172,30.819191,106,0.11,69.95652,38.730217,39.92064,21.34915,57.503216,38.284603,4.2121787,2896,2842,2969,3771,41.211353,23.34409,35.444557,60.261192,39.73881,68.50609,31.49392,31.989609,35.600273,33.66284,32.473965,1,2,Oski
EU M TL vs WRSV G1 2023-02-24.17.04,8,3,4,0,892,0,491.37875,45.74,3719,962,2543,1176,403,633,11.702011,7.784457,37.238476,21.602392,17.260637,23.898493,111,0.09,71.608696,39.733273,39.59422,20.67251,51.316788,42.017105,6.666105,2538,2499,2533,3706,44.835144,21.586432,33.578426,62.631413,37.368587,72.88739,27.11261,29.794544,37.876286,42.34657,27.70254,1,1,Oski
EU M TL vs WRSV G1 2023-02-24.17.03,8,3,4,0,892,0,491.50864,45.74,3719,962,2543,1176,403,641,11.676469,7.801934,37.242508,21.610235,17.248718,23.898533,113,0.1,71.391304,39.73507,39.51781,20.747114,51.307735,42.01856,6.673697,2525,2480,2529,3704,44.857624,21.577726,33.564648,62.592278,37.40772,72.73571,27.26429,29.22972,37.291573,41.6529,27.313377,1,1,Oski
EU M TL vs WRSV G0 2023-02-24.16.53,0,0,0,0,66,0,193.94481,39.23,868,455,681,187,118,147,53.07787,2.800432,31.634811,9.418463,4.412363,54.53437,16,0.1,70.17391,67.106384,15.61222,17.281404,32.7745,63.478264,3.7472367,3149,2698,3646,5002,26.799072,61.14079,12.060134,31.997053,68.00295,29.222551,70.77745,33.888206,68.037094,67.999855,33.81373,0,1,Oski
EU M TL vs WRSV G1 2023-02-24.16.52,0,0,0,0,66,0,193.95924,39.23,868,455,681,187,118,147,53.07065,2.7969162,31.64274,9.399276,4.4251027,54.532883,15,0.11,69.95652,67.11011,15.624999,17.264887,32.7597,63.51476,3.7255406,3132,2659,3650,4990,26.8352,61.151234,12.013559,31.960054,68.03995,29.204748,70.79526,33.59279,67.66973,67.55801,33.63003,0,1,Oski
EU E TL vs FUF G3 2023-02-24.16.25,4,1,0,0,306,0,526.49426,49.93,2898,735,2127,771,690,355,13.54993,12.520438,35.954792,20.401546,20.862583,22.781082,77,0.11,73.73913,33.590443,44.539818,21.869745,47.55995,42.392788,10.047265,2625,2493,2815,3514,40.17456,24.641169,35.184273,57.233162,42.76684,79.35974,20.64026,33.458485,24.91976,38.878456,24.798643,1,0,Oski
EU E TL vs FUF G2 2023-02-24.16.17,3,1,0,2,372,0,468.22232,52.62,2759,916,2079,680,245,312,14.676849,13.703861,31.070612,17.750694,16.8105,34.368195,111,0.11,67.78261,45.164658,38.746956,16.088387,55.469353,41.208096,3.3225434,2582,2697,2441,3682,40.210266,25.793852,33.99588,56.101868,43.898132,69.61023,30.38977,25.201529,42.85108,38.240704,32.470657,1,1,Oski
EU E TL vs FUF G1 2023-02-24.16.09,5,3,0,0,519,1,478.52548,49.53,2765,580,2089,676,227,243,13.023162,10.493525,30.454674,20.932226,20.754932,27.858164,81,0.11,70.652176,38.806786,42.74319,18.450024,51.819374,41.244606,6.9360213,2793,2796,2776,3582,44.319393,23.323408,32.3572,60.93097,39.06903,73.769325,26.230673,27.575068,37.007126,38.507023,32.622803,1,0,Oski
EU P-K KC vs TL G6 2023-02-12.18.32,0,0,1,0,126,0,468.99454,54.68,2487,793,1840,647,494,340,8.844328,11.33985,27.515095,24.780926,20.291065,27.41291,95,0.1,68.347824,42.51212,37.518143,19.969734,53.085423,41.15757,5.756995,2725,2385,3001,3676,42.98465,19.790606,37.224747,64.52221,35.477795,66.13546,33.86454,33.72411,33.5041,32.27834,31.995472,0,1,Oski
EU P-K KC vs TL G5 2023-02-12.18.23,2,0,2,0,316,0,516.3492,54.83,2724,548,2122,602,396,480,9.231353,13.998673,30.873173,17.823751,21.113285,30.189793,77,0.11,74.521736,31.916857,41.990036,26.093105,51.100792,41.187504,7.711703,2591,2444,2755,3453,44.579056,18.344505,37.07644,61.79202,38.20798,71.18347,28.816532,27.327583,38.479767,35.920765,28.622879,2,0,Oski
EU P-K KC vs TL G4 2023-02-12.18.17,2,0,0,0,146,0,540.31244,49.15,3372,605,2615,757,408,478,10.650287,11.571638,33.20903,24.717798,18.789055,23.284117,98,0.1,75.08696,36.376717,36.639706,26.983576,51.00233,43.31613,5.681536,2696,2687,2711,3808,49.78167,16.620354,33.597977,68.21565,31.78435,63.365257,36.634743,23.794899,37.441578,37.708637,28.33489,0,0,Oski
EU P-K KC vs TL G3 2023-02-12.18.06,2,0,0,1,258,0,476.1036,49.42,2610,719,1892,718,419,466,16.168064,11.619846,33.851635,18.909208,21.382925,25.85623,84,0.11,70.478264,38.702477,41.41447,19.88306,50.683125,39.735573,9.581314,2766,2651,2897,3670,50.23946,20.170412,29.590128,66.48352,33.516483,70.42163,29.578377,27.05825,36.17901,35.32774,30.524137,0,0,Oski
EU P-K KC vs TL G2 2023-02-12.17.58,5,1,0,1,284,0,468.87512,46.16,2694,528,1843,851,156,264,12.093172,8.716714,33.86096,25.188164,21.505314,19.44556,95,0.1,71.695656,38.645794,38.69036,22.663845,50.22143,41.887863,7.8907056,2670,2607,2742,3595,42.288944,20.761496,36.94956,60.03398,39.966022,75.26112,24.73888,25.439463,43.946163,42.23473,29.09439,1,2,Oski
EU P-K KC vs TL G1 2023-02-12.17.50,2,0,2,0,237,0,541.0643,52.54,2913,480,2118,795,343,386,11.946259,10.020741,33.27405,21.84005,19.407349,25.478554,83,0.11,74.04348,32.968674,43.080463,23.95086,51.085003,42.046265,6.8687224,2716,2739,2687,3523,45.540413,22.692492,31.767097,60.449547,39.550457,73.89108,26.10892,33.619167,30.802094,35.259884,30.24487,1,0,Oski
EU P-J QUAD vs TL G4 2023-02-12.16.37,4,1,3,2,586,0,525.60455,52.99,3760,612,2895,865,680,459,10.081078,12.776665,34.50178,18.201012,19.23173,28.065475,112,0.11,72.304344,38.215206,39.464787,22.32001,52.27293,39.902813,7.824256,2902,2717,3118,3792,37.706863,23.912216,38.38092,56.464977,43.535023,72.91517,27.084826,30.450584,37.533203,35.552864,34.48115,1,0,Oski
EU P-J TL vs QUAD G3 2023-02-12.16.27,4,0,4,0,461,0,528.12964,55.28,4301,999,2974,1327,987,750,9.012955,12.8584,30.871737,16.93325,20.765171,31.42984,130,0.11,69.95652,40.03177,38.803085,21.165136,56.500233,35.230953,8.268817,2896,2728,3018,3873,47.558716,16.799387,35.64189,67.25251,32.747494,74.10566,25.894348,36.899086,32.4581,35.24139,33.440434,1,1,Oski
EU P-J QUAD vs TL G3 2023-02-12.16.27,4,0,4,0,461,0,528.87726,55.07,4307,999,2980,1327,981,747,8.984487,12.86685,30.974295,16.923203,20.754032,31.34848,133,0.11,69.95652,39.95011,38.99461,21.055279,56.38993,35.354347,8.255718,2885,2721,2998,3868,47.592133,16.778645,35.629223,67.26746,32.73254,74.0103,25.9897,36.244934,31.68106,34.40301,32.786213,1,1,Oski
EU P-J TL vs QUAD G2 2023-02-12.16.15,3,0,1,1,381,0,515.40936,48.58,2857,757,2063,794,354,372,12.135061,12.889744,37.605114,18.82453,21.719257,21.851103,85,0.1,71.26087,38.082233,40.25861,21.65916,53.17894,37.275528,9.545533,3150,3123,3227,4048,45.57315,22.98707,31.43978,62.03981,37.960194,71.74488,28.255121,35.96019,36.411198,33.82543,40.680717,2,1,Oski
EU P-J QUAD vs TL G2 2023-02-12.16.15,3,0,1,1,381,0,515.5644,48.58,2857,757,2063,794,354,418,12.162771,12.85753,37.505863,18.93611,21.735056,21.822979,83,0.1,71.304344,38.05621,40.18659,21.7572,53.127182,37.311092,9.561731,3145,3120,3218,4054,45.607,22.992414,31.400587,62.098927,37.901066,71.83504,28.16496,35.459713,36.061237,33.384464,40.271885,2,1,Oski
EU P-J TL vs QUAD G1 2023-02-12.16.07,4,1,3,2,501,1,491.33173,47.05,2716,631,1921,795,210,368,12.74761,9.750655,40.74389,19.980036,16.008102,23.267965,81,0.1,71.78261,35.70409,45.1347,19.161205,51.636868,39.20895,9.154192,3026,3108,2943,3760,45.069027,19.1938,35.737167,61.632786,38.367218,77.78004,22.219957,36.482044,29.426838,31.627821,35.69813,3,1,Oski
EU P-J QUAD vs TL G1 2023-02-12.16.07,4,1,3,2,501,1,491.59854,47.05,2716,631,1921,795,210,368,12.718332,9.728801,40.695587,20.036425,16.047352,23.220634,82,0.11,71.78261,35.683258,45.17041,19.146332,51.56277,39.261765,9.175462,3024,3105,2940,3763,45.020115,19.193539,35.786343,61.63916,38.36084,77.696144,22.303858,35.59685,29.080818,30.800327,35.14435,3,1,Oski
EU P-H MST vs TL G4 2023-02-11.16.35,6,3,1,0,548,1,517.68567,46.57,2893,336,1716,1177,292,441,10.948405,8.06442,32.32082,28.220287,12.840377,26.618517,70,0.1,72.0,38.005947,35.46764,26.52641,52.478275,42.14498,5.376744,2995,2873,3144,3563,49.801346,16.964415,33.234245,69.26397,30.736029,81.09761,18.902386,42.260662,27.1697,30.688936,36.266033,1,1,Oski
EU P-H TL vs MST G4 2023-02-11.16.35,6,3,1,0,548,1,515.5383,46.62,2881,336,1716,1165,292,438,10.921563,8.1061735,32.284748,28.198181,12.909239,26.607828,68,0.1,72.21739,37.904495,35.461075,26.634432,52.546352,42.08057,5.3730836,3008,2875,3170,3569,49.81975,16.894598,33.28565,69.25211,30.74788,81.0626,18.9374,42.11154,26.752163,30.241575,36.057262,1,1,Oski
EU P-H MST vs TL G3 2023-02-11.16.27,1,0,2,0,241,0,551.6331,51.54,2995,692,2105,890,541,646,8.850074,13.724828,34.739468,18.979858,20.521656,25.759016,99,0.1,72.86957,35.64254,37.725563,26.6319,57.272808,37.681118,5.046076,2773,2723,2833,3525,49.47406,22.305847,28.220097,65.91205,34.087944,71.19533,28.804668,29.93001,41.502945,33.6751,35.57834,2,0,Oski
EU P-H TL vs MST G3 2023-02-11.16.27,1,0,2,0,241,0,551.6352,51.58,2994,692,2105,889,541,633,8.822355,13.769384,34.749287,19.0322,20.520437,25.698074,101,0.1,72.91304,35.645237,37.667538,26.687227,57.478355,37.462936,5.058712,2757,2702,2823,3530,49.460327,22.38169,28.15799,65.840355,34.15965,71.26761,28.732395,29.141718,40.718567,33.19515,35.19116,2,0,Oski
EU P-H MST vs TL G2 2023-02-11.16.18,3,0,0,2,282,0,472.7653,43.61,2789,514,1738,1051,266,295,14.713528,9.809018,38.419567,25.324062,15.693552,20.562819,80,0.1,68.86957,40.75516,42.054897,17.189941,55.47725,37.692287,6.830458,2500,2270,2744,3412,41.750526,19.740053,38.50942,60.947655,39.052345,75.26666,24.733335,25.963387,39.608997,38.11165,27.856256,0,1,Oski
EU P-H TL vs MST G2 2023-02-11.16.18,3,0,0,2,282,0,470.25928,43.93,2775,514,1725,1050,280,280,14.664182,9.809072,37.787445,25.389261,15.678506,21.144789,80,0.1,68.91304,40.78655,42.006966,17.206484,55.55098,37.6145,6.834512,2494,2275,2726,3415,41.754654,19.78444,38.460907,60.87541,39.12459,75.363396,24.636608,24.798058,39.202396,37.959667,27.87663,0,1,Oski
EU P-H MST vs TL G1 2023-02-11.16.05,2,0,2,1,402,1,451.62518,51.94,2369,386,1760,609,354,347,14.466368,9.449369,41.21856,14.155581,15.192586,29.433271,82,0.12,68.91304,41.02459,37.831795,21.143614,48.94991,41.969204,9.080891,2816,2427,3217,3736,48.61929,22.059889,29.320824,66.25209,33.747913,76.44206,23.557934,34.950592,41.33702,36.634575,37.17472,1,1,Oski
EU P-H TL vs MST G1 2023-02-11.16.05,2,0,2,1,402,1,454.1757,51.62,2382,386,1760,622,354,359,14.443244,9.422271,41.21709,14.151032,15.216775,29.415104,83,0.12,68.91304,41.051804,37.80822,21.139977,48.984413,41.94615,9.069438,2815,2432,3221,3735,48.61282,22.028027,29.359158,66.339165,33.660843,76.315544,23.68446,33.907463,41.089363,36.100166,36.735733,1,1,Oski
EU U TL vs VIT G4 2023-02-10.18.18,5,0,3,1,545,1,516.53503,52.18,3707,947,2725,982,525,584,15.747793,13.476544,35.629463,17.208351,16.52158,30.640602,97,0.11,72.391304,35.45054,42.25212,22.297342,53.246956,34.242302,12.51074,2891,2737,3083,3887,31.187534,31.006647,37.805817,49.75806,50.24194,76.278656,23.72134,29.818855,32.954014,35.113792,32.605663,0,0,Oski
EU U TL vs VIT G3 2023-02-10.18.09,4,2,0,0,364,1,464.0739,47.1,2478,828,1694,784,333,368,11.773519,10.465697,36.176994,17.04634,14.268304,32.508358,77,0.1,72.478264,35.758076,40.907974,23.333948,49.39763,40.49845,10.103921,2826,2568,3093,3901,42.57556,20.611856,36.81258,63.671757,36.328243,72.754585,27.245417,29.99563,36.643986,37.98614,28.778326,1,1,Oski
